_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,well,container_id,aliquot_id,od,fluor_gain_0.10,fluor_gain_0.20,fluor_gain_0.16,fluor_gain_0.10/od,fluor_gain_0.20/od,fluor_gain_0.16/od
5e863e1ff5eedd8c7ee9da98,sample.transcriptic.aq1e7k6pphkk2ad.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,5c0c4c81dde25a814de15d9967f5b53078fd552e,"UWBF_6390 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,a1,ct1e799924qrdpv,aq1e7k6pphkk2ad,0.0338696323890335,1.5160695581822246,4.180440215371903,-0.1608659680696464,44.76191,123.42739,-4.74956
5e863e1ff5eedd8c7ee9daa4,sample.transcriptic.aq1e7k6ppj4ft4u.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,3,dbc9d3c31570c1ee5b007d292b958ebf1824a25a,"UWBF_24864 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,a3,ct1e799924qrdpv,aq1e7k6ppj4ft4u,0.03456530927090453,1.250940425069058,5.80605547330997,3.1341164128392824,36.19063,167.97349,90.67231
5e863e20f5eedd8c7ee9daee,sample.transcriptic.aq1e7k6ppj4ft4x.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,8e723b12c3d11ad88eb6650d247d9e1499c2dace,"UWBF_34293 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,b3,ct1e799924qrdpv,aq1e7k6ppj4ft4x,0.03289132247755143,0.9246017800836056,5.646354683632584,0.4157128294306137,28.11081,171.667,12.63898
5e863e20f5eedd8c7ee9db38,sample.transcriptic.aq1e7k6ppj5kz8w.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,b701656814c6658c2b796cacf1836863da6b2122,"UWBF_34299 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34299,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,c3,ct1e799924qrdpv,aq1e7k6ppj5kz8w,0.0675037683818834,1.049883212182725,7.021664490463133,1.5289491786081861,15.55296,104.01885,22.64983
5e863e21f5eedd8c7ee9db6f,sample.transcriptic.aq1e7k6ppj5kz8z.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,5af11cbdd86d580d57d2c950004159f6acc5324d,"UWBF_34296 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34296,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,d3,ct1e799924qrdpv,aq1e7k6ppj5kz8z,0.033364833893179534,2.475476611006842,7.441942124088037,1.8544619105441527,74.19418,223.04748,55.58133
5e863e21f5eedd8c7ee9dbb6,sample.transcriptic.aq1e7k6ppj6r7cy.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,63bee35b003de088a8ef33c97893e3a9d2fbbffb,"UWBF_34290 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34290,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,e3,ct1e799924qrdpv,aq1e7k6ppj6r7cy,0.03385231061644336,1.0179685728887349,5.59225263883007,0.6468554386218224,30.07087,165.1956,19.10816
5e863e22f5eedd8c7ee9dbf9,sample.transcriptic.aq1e7k6ppj7vdgx.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,a507abb68bf5d35eec24e92a816d9c63216cb1d6,"UWBF_34292 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34292,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,f3,ct1e799924qrdpv,aq1e7k6ppj7vdgx,0.03488691800794632,2.015595627219107,4.42964169834856,1.1211489487043014,57.77511,126.97143,32.13666
5e863e22f5eedd8c7ee9dc36,sample.transcriptic.aq1e7k6ppj7vdh2.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,a6b1719c5ca52179ed6fd49ea34ad4eccff2d750,"UWBF_34298 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34298,CEN.PK2_ORE1_sic1_34298,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,g3,ct1e799924qrdpv,aq1e7k6ppj7vdh2,0.035432291946806735,1.9053817726612485,5.115151937598423,2.87374170048173,53.77529,144.36413,81.10516
5e863e23f5eedd8c7ee9dc73,sample.transcriptic.aq1e7k6ppj8zkn2.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,1,9ce22524c10461b88211c77fbfbdbe28c3a3d382,"UWBF_34282 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34282,CEN.PK2_ATAF1_gfp_34282,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,h3,ct1e799924qrdpv,aq1e7k6ppj8zkn2,0.033078155262238444,0.7018892208475659,5.279553451914626,1.8930662544592685,21.21912,159.60846,57.2301
5e863e1ff5eedd8c7ee9daaa,sample.transcriptic.aq1e7k6ppja5srz.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,5,dbc9d3c31570c1ee5b007d292b958ebf1824a25a,"UWBF_24864 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,a4,ct1e799924qrdpv,aq1e7k6ppja5srz,0.03357349362056791,2.6894746518091215,4.8319278700066315,0.49340669205431426,80.10708,143.92091,14.69632
5e863e20f5eedd8c7ee9daf4,sample.transcriptic.aq1e7k6ppja5ss4.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,8e723b12c3d11ad88eb6650d247d9e1499c2dace,"UWBF_34293 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,b4,ct1e799924qrdpv,aq1e7k6ppja5ss4,0.03414292713989901,2.158530300894286,4.896510989003345,0.12008400830670794,63.22042,143.41216,3.5171
5e863e21f5eedd8c7ee9db3e,sample.transcriptic.aq1e7k6ppjb9yw3.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,b701656814c6658c2b796cacf1836863da6b2122,"UWBF_34299 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34299,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,c4,ct1e799924qrdpv,aq1e7k6ppjb9yw3,0.03473547331538252,0.9926980054216985,7.067038452879724,2.5213620395033884,28.5788,203.45306,72.58753
5e863e21f5eedd8c7ee9db76,sample.transcriptic.aq1e7k6ppjb9yw6.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,5af11cbdd86d580d57d2c950004159f6acc5324d,"UWBF_34296 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34296,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,d4,ct1e799924qrdpv,aq1e7k6ppjb9yw6,0.034208543755697034,1.5693866507628755,9.287604397644662,1.9526681168753877,45.87704,271.49955,57.0813
5e863e21f5eedd8c7ee9dbbc,sample.transcriptic.aq1e7k6ppjce725.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,63bee35b003de088a8ef33c97893e3a9d2fbbffb,"UWBF_34290 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34290,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,e4,ct1e799924qrdpv,aq1e7k6ppjce725,0.0345119804551342,1.5160183499523443,10.246008006085859,1.8496102558766125,43.92731,296.88264,53.59328
5e863e22f5eedd8c7ee9dc00,sample.transcriptic.aq1e7k6ppjdjd64.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,a507abb68bf5d35eec24e92a816d9c63216cb1d6,"UWBF_34292 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34292,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,f4,ct1e799924qrdpv,aq1e7k6ppjdjd64,0.04673019525885642,1.6150352878455632,4.729902050473621,1.7125206811249125,34.56085,101.21725,36.64698
5e863e23f5eedd8c7ee9dc3c,sample.transcriptic.aq1e7k6ppjdjd67.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,a6b1719c5ca52179ed6fd49ea34ad4eccff2d750,"UWBF_34298 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34298,CEN.PK2_ORE1_sic1_34298,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,g4,ct1e799924qrdpv,aq1e7k6ppjdjd67,0.034636117240485716,1.493051458257878,8.656625777745733,0.08440154530782071,43.10678,249.93061,2.43681
5e863e23f5eedd8c7ee9dc78,sample.transcriptic.aq1e7k6ppjepka7.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,2,9ce22524c10461b88211c77fbfbdbe28c3a3d382,"UWBF_34282 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34282,CEN.PK2_ATAF1_gfp_34282,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,h4,ct1e799924qrdpv,aq1e7k6ppjepka7,0.03325699097275157,1.1169530060578132,4.9872208078116245,0.21168261782158068,33.58551,149.96007,6.36506
5e863e1ff5eedd8c7ee9dab0,sample.transcriptic.aq1e7k6ppjftse6.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,7,dbc9d3c31570c1ee5b007d292b958ebf1824a25a,"UWBF_24864 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,a5,ct1e799924qrdpv,aq1e7k6ppjftse6,0.0375148865187216,2.1332190117451733,5.390635307343262,-0.6823217450695575,56.86327,143.69323,-18.18803
5e863e20f5eedd8c7ee9dafa,sample.transcriptic.aq1e7k6ppjftse9.experiment.transcriptic.r1e7998zhy3gm8,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,experiment.transcriptic.r1e7998zhy3gm8,transcriptic,3,8e723b12c3d11ad88eb6650d247d9e1499c2dace,"UWBF_34293 | 35.0 | [17.0] | {""Phosphate Buffered Saline"": [""""], ""SC Media with 200nM beta-estradiol"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,17.0,hour,b5,ct1e799924qrdpv,aq1e7k6ppjftse9,0.034218736256662406,0.16590027594442838,6.699451554672712,1.1483740675973275,4.84823,195.78314,33.5598
