_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,well,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od
5e39e9dcf5eedd8c7ebf3d57,sample.transcriptic.aq1dw7gywvzbf5a.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,6,71198c35209f2e28971008c2c65b13bd60eafaef,"B_subtilis_GFP_min | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_min,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,e3,ct1dw646ft2hrvp,aq1dw7gywvzbf5a,0.04548530076782066,1.2314011018189337,27.07251
5e39e9ddf5eedd8c7ebf3d71,sample.transcriptic.aq1dw7gyww2fn99.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,6,8e7ac0b2c93839694f6a45abdc74dee78198fad9,"B_subtilis_GFP_medium | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,f3,ct1dw646ft2hrvp,aq1dw7gyww2fn99,0.04785591651187386,1.9842449158913318,41.4629
5e39e9ddf5eedd8c7ebf3d93,sample.transcriptic.aq1dw7gyww3kud8.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,6,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_max,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,g3,ct1dw646ft2hrvp,aq1dw7gyww3kud8,0.04734522890522061,0.24668583470276115,5.21036
5e39e9daf5eedd8c7ebf3d0d,sample.transcriptic.aq1dw7gyww3kudb.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,6,59201de63e75d924bb787d6a1ea23889f54251cf,"MediaControl | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,h3,ct1dw646ft2hrvp,aq1dw7gyww3kudb,0.03293807638506673,2.0660689144232576,62.72585
5e39e9dff5eedd8c7ebf3dcc,sample.transcriptic.aq1dw7gyww4r2h9.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,a4,ct1dw646ft2hrvp,aq1dw7gyww4r2h9,0.047768854001202884,2.1073917548741172,44.11644
5e39e9dbf5eedd8c7ebf3d28,sample.transcriptic.aq1dw7gyww4r2hc.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,c5a86583dc9d27fee958cafb135a4a1d68cef49f,"B_subtilis_WT_PY79 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,b4,ct1dw646ft2hrvp,aq1dw7gyww4r2hc,0.3493544299223118,5.488755931521888,15.71114
5e39e9def5eedd8c7ebf3dbc,sample.transcriptic.aq1dw7gyww5v8nc.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,a9e4860c70e3f29566c0db177b6ea6a367b10f4b,"B_subtilis_LG227 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_LG227,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,c4,ct1dw646ft2hrvp,aq1dw7gyww5v8nc,0.05262709837430015,2.0486666303691465,38.92798
5e39e9dbf5eedd8c7ebf3d3e,sample.transcriptic.aq1dw7gyww6zesb.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_LG371,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,d4,ct1dw646ft2hrvp,aq1dw7gyww6zesb,0.32912392683898584,3.9126271570171087,11.88801
5e39e9dcf5eedd8c7ebf3d5a,sample.transcriptic.aq1dw7gyww6zese.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,71198c35209f2e28971008c2c65b13bd60eafaef,"B_subtilis_GFP_min | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_min,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,e4,ct1dw646ft2hrvp,aq1dw7gyww6zese,0.05294545829365515,2.722881430417512,51.42805
5e39e9ddf5eedd8c7ebf3d73,sample.transcriptic.aq1dw7gyww85mwc.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,8e7ac0b2c93839694f6a45abdc74dee78198fad9,"B_subtilis_GFP_medium | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,f4,ct1dw646ft2hrvp,aq1dw7gyww85mwc,0.05131649266613747,2.2855258846315634,44.53784
5e39e9ddf5eedd8c7ebf3d95,sample.transcriptic.aq1dw7gyww85mwf.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_max,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,g4,ct1dw646ft2hrvp,aq1dw7gyww85mwf,0.05092683828709297,3.369208175212683,66.15781
5e39e9daf5eedd8c7ebf3d0b,sample.transcriptic.aq1dw7gyww99u2e.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,7,59201de63e75d924bb787d6a1ea23889f54251cf,"MediaControl | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,h4,ct1dw646ft2hrvp,aq1dw7gyww99u2e,0.03500120426401351,2.6741244768553143,76.40093
5e39e9dff5eedd8c7ebf3dca,sample.transcriptic.aq1dw7gyww99u2h.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,a5,ct1dw646ft2hrvp,aq1dw7gyww99u2h,0.048988806910909684,2.314913604689493,47.25393
5e39e9dbf5eedd8c7ebf3d2c,sample.transcriptic.aq1dw7gywwae26g.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,c5a86583dc9d27fee958cafb135a4a1d68cef49f,"B_subtilis_WT_PY79 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,b5,ct1dw646ft2hrvp,aq1dw7gywwae26g,0.3621987768325698,4.9853224612874465,13.76405
5e39e9def5eedd8c7ebf3dba,sample.transcriptic.aq1dw7gywwbj8af.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,a9e4860c70e3f29566c0db177b6ea6a367b10f4b,"B_subtilis_LG227 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_LG227,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,c5,ct1dw646ft2hrvp,aq1dw7gywwbj8af,0.04457085308642102,2.195274443419556,49.25359
5e39e9dbf5eedd8c7ebf3d40,sample.transcriptic.aq1dw7gywwbj8aj.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_LG371,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,d5,ct1dw646ft2hrvp,aq1dw7gywwbj8aj,0.2968207448058521,4.650309648297227,15.66706
5e39e9dcf5eedd8c7ebf3d5c,sample.transcriptic.aq1dw7gywwcpeeg.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,71198c35209f2e28971008c2c65b13bd60eafaef,"B_subtilis_GFP_min | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_min,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,e5,ct1dw646ft2hrvp,aq1dw7gywwcpeeg,0.04925323111274481,0.816977004187657,16.58728
5e39e9ddf5eedd8c7ebf3d75,sample.transcriptic.aq1dw7gywwcpeek.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,8e7ac0b2c93839694f6a45abdc74dee78198fad9,"B_subtilis_GFP_medium | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_medium,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,f5,ct1dw646ft2hrvp,aq1dw7gywwcpeek,0.046752358141934555,0.5759891610735974,12.32
5e39e9ddf5eedd8c7ebf3d97,sample.transcriptic.aq1dw7gywwdtmjk.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_GFP_max,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,g5,ct1dw646ft2hrvp,aq1dw7gywwdtmjk,0.050672970965979044,0.658138599400657,12.98796
5e39e9daf5eedd8c7ebf3d09,sample.transcriptic.aq1dw7gywwextpj.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,8,59201de63e75d924bb787d6a1ea23889f54251cf,"MediaControl | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | MEDIA_BLANK",MediaControl,Media_control,Blank,MEDIA_BLANK,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,h5,ct1dw646ft2hrvp,aq1dw7gywwextpj,0.034490435830420864,0.9007374529742816,26.11557
5e39e9dff5eedd8c7ebf3dc8,sample.transcriptic.aq1dw7gywwextpn.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,9,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_JH642,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,a6,ct1dw646ft2hrvp,aq1dw7gywwextpn,0.04962832285804282,1.4283061688930665,28.78006
5e39e9dbf5eedd8c7ebf3d2e,sample.transcriptic.aq1dw7gywwg3ztm.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,experiment.transcriptic.r1dw646fd4qxya,transcriptic,9,c5a86583dc9d27fee958cafb135a4a1d68cef49f,"B_subtilis_WT_PY79 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WT_PY79,,,,,Modified M9 Media,,,,['Modified M9 Media'],30.0,celsius,18.0,hour,b6,ct1dw646ft2hrvp,aq1dw7gywwg3ztm,0.364048305484989,5.2891767498626745,14.52878
